vehicle,generation,ecu,role,diag_addr,did,service,service_type,job_arg,description_en,description_de,n_result_fields,n_arg_fields,single_result_type,single_result_unit,sources,only_in_2012_sgbd
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EDME,Vehicle control unit / 12V energy mgmt,0x12,0x4145,2F,io-control,_STEUERN_A_S_MEL,Fan relay 2 (A_S_MEL),Fan Relais 2 (A_S_MEL),0,1,,,"edmei1.prg (OVMS dump, GPL-3.0)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EDME,Vehicle control unit / 12V energy mgmt,0x12,0x4182,22,read,STATUS_E_A_PWG1,Pedal position sensor 1 filtered,Pedal Position Sensor 1 filtered,1,0,unsigned int,%,"edmei1.prg (OVMS dump, GPL-3.0)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EDME,Vehicle control unit / 12V energy mgmt,0x12,0x4183,22,read,STATUS_E_A_PWG2_FILTERED,Pedal position sensor 2 filtered,Pedal position sensor 2 filtered,1,0,unsigned int,%,"edmei1.prg (OVMS dump, GPL-3.0)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EDME,Vehicle control unit / 12V energy mgmt,0x12,0x4184,22,read,STATUS_TEMPERATUR_SENSOR_1,Temperature value of the first temperature sensor in the engine compartment,Temperaturwert des ersten Temperatursensors im Motorraum,1,0,signed int,°C,"edmei1.prg (OVMS dump, GPL-3.0)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EDME,Vehicle control unit / 12V energy mgmt,0x12,0x4185,22,read,STATUS_BATTERY_VOLTAGE_FILTERED,Battery voltage filtered,Battery Voltage filtered,1,0,signed int,V,"edmei1.prg (OVMS dump, GPL-3.0)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EDME,Vehicle control unit / 12V energy mgmt,0x12,0x418B,22,read,STATUS_TEMPERATUR_SENSOR_2,Temperature value of the second temperature sensor in the engine compartment,Temperaturwert des zweiten Temperatursensors im Motorraum,1,0,signed int,°C,"edmei1.prg (OVMS dump, GPL-3.0)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EDME,Vehicle control unit / 12V energy mgmt,0x12,0x60C3,2F,io-control,AKKS_INPUTOUTPUTCONTROL,AKKS control,AKKS Ansteuerung,0,1,,,"edmei1.prg (OVMS dump, GPL-3.0)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EDME,Vehicle control unit / 12V energy mgmt,0x12,0x63F0,2E,write,_AEP_GRUND_LADEENDE,Requirement to set the final reason for the end of charging,Anforderung Setzen des letzter Grundes für Ladeende,0,1,,,"edmei1.prg (OVMS dump, GPL-3.0)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EDME,Vehicle control unit / 12V energy mgmt,0x12,0xF000,31,routine,_AEP_TEST_BATTERY_GUARD,Request to call Battery Guard,Anforderung Aufruf Battery Guard,1,1,unsigned char,0/1,"edmei1.prg (OVMS dump, GPL-3.0)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EDME,Vehicle control unit / 12V energy mgmt,0x12,0xF086,31,routine,STEUERN_BETRIEBSART_EM1,Control operating mode E-machine 1,Steuern Betriebsart E-Maschine 1,2,1,,,"edmei1.prg (OVMS dump, GPL-3.0) | edmei1.prg rev 2.345 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EDME,Vehicle control unit / 12V energy mgmt,0x12,0xF087,31,routine,STEUERN_BETRIEBSART_EM2,Control operating mode E-machine 2,Steuern Betriebsart E-Maschine 2,2,1,,,"edmei1.prg (OVMS dump, GPL-3.0) | edmei1.prg rev 2.345 (2012)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EDME,Vehicle control unit / 12V energy mgmt,0x12,0xF0D5,31,routine,STEUERN_AKKS,Controlling the active cooling flap,Steuern der aktiven Kühlklappe,6,0,,,"edmei1.prg (OVMS dump, GPL-3.0)",
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EDME,Vehicle control unit / 12V energy mgmt,0x12,0xADFD,31,routine,12V_NACHLADEHISTORIE_SATZ_LESEN,Read one record of the 12V top-up charge history,Lesen eine Satz der 12V-Nachladehistorie,14,1,,,edmei1.prg rev 2.345 (2012),yes
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EDME,Vehicle control unit / 12V energy mgmt,0x12,0xDEA2,2E,write,12V_NACHLADEHISTORIE,Read/clear the history memory for the last 4 charging events of the 12V battery from the high-voltage battery (ring buffer of 4 records),Lesen/Löschen des Historienspeichers für die letzen 4 Ladevorgänge der 12V-Batterie aus der Hochvolt-Batterie (Ringspeicher à 4 Sätze),0,1,,,edmei1.prg rev 2.345 (2012),yes
BMW i3 / i3s (I01),Gen3 BEV (2013-2022),EDME,Vehicle control unit / 12V energy mgmt,0x12,0xDEAF,22;2E,read/write,12V_NACHLADEHISTOGRAMM,Read/clear histogram and counter of all charging events of the 12V battery from the high-voltage system,Lesen/Löschen von Histogramm und Zähler aller Ladevorgänge der 12V-Batterie aus dem Hochvolt-System,24,1,,,edmei1.prg rev 2.345 (2012),yes
BMW i3 REx (I01),Gen3 BEV (2013-2022),REME,Range-extender generator electronics,,0xADF4,31,routine,EME_AKS_EMK,Command the electric machine in the AKS: 0 - Control on EME-SW; 1 - AKS E-machine requested,E-Maschine in den AKS kommandieren: 0 - Kontrolle an EME-SW; 1 - AKS E-Maschine angefordert,1,1,unsigned char,0-n,reme_i1.prg rev 0.401 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),REME,Range-extender generator electronics,,0xADF7,31,routine,EME_IGBT_FREILAUF,Opening the IGBTs to switch the e-machine to high impedance on the AC side,"Öffnen der IGBTS, um die E-Maschine AC-seitig hochohmig wegzuschalten",1,0,unsigned char,0-n,reme_i1.prg rev 0.401 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),REME,Range-extender generator electronics,,0xDDF0,22,read,EME_TEMP_EMASCHINE,Read the current temperature value of the e-machine in degrees Celsius,Wert der aktuellen Temperatur der E-Maschine in Grad Celsius lesen,5,0,,,reme_i1.prg rev 0.401 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),REME,Range-extender generator electronics,,0xDDF1,22,read,EME_SPANNUNG_DC_HV,"DC voltage of the e-machine after rectification by the EME (HV battery side, referred to internal)",DC Spannung der E-Maschine nach Gleichrichtung durch die EME (HV-Batterieseitig nach intern),1,0,int,V,reme_i1.prg rev 0.401 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),REME,Range-extender generator electronics,,0xDDF3,22,read,EME_STROM_EMASCHINE_AC,HV current of the DC/DC converter and the averaged RMS current of the e-machine,HV-Strom des DCDC Wandlers und dem gemitteltem Effektivstrom der E-Maschine,3,0,,,reme_i1.prg rev 0.401 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),REME,Range-extender generator electronics,,0xDDF4,22,read,EME_STROM_EMASCHINE_DC,DC current (on the HV side) caused by the EMK,DC Strom (auf der HV Seite) verursacht durch die EMK,1,0,int,A,reme_i1.prg rev 0.401 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),REME,Range-extender generator electronics,,0xDDF5,22,read,EME_POSITIONSGEBER,Angular position of the e-machines in degrees,Winkelstellung der E-Maschinen in Grad,1,0,unsigned int,°,reme_i1.prg rev 0.401 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),REME,Range-extender generator electronics,,0xDDF7,22,read,EME_ELEKTRISCHE_MASCHINE,Read speed and torque of the e-machine,Auslesen von Drehzahl und Drehmoment der E-Maschine,3,0,,,reme_i1.prg rev 0.401 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),REME,Range-extender generator electronics,,0xDDFC,22,read,EME_INFO_EMK,Bit-coded derating information from the e-machine control,Bitkodierte Deratinginformation  der E-Maschinenregelung,1,0,unsigned int,,reme_i1.prg rev 0.401 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),REME,Range-extender generator electronics,,0xDDFE,22,read,EME_ANTRIEBSART,"Feedback of the currently active drive mode, e.g. recuperation, boost, etc.","Rückmeldung der aktuell anliegenden Antriebsart. z.B. Rekuperation, Boost etc.",1,0,unsigned char,0-n,reme_i1.prg rev 0.401 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),REME,Range-extender generator electronics,,0xDE2E,22,read,EME_SERIENNUMMERN_BOSCH,"Serial, part and revision number of the ECU (Bosch)","Serien-, Sach- und Änderungsnummer des Steuergeräts (Bosch)",4,0,,,reme_i1.prg rev 0.401 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x4004,22;2C,read (dyn. DID),SLS_DIAG,Secondary air system diagnostic status.,Status Diagnose Sekundärluftsystem.,2,0,,,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x4007,22,read,STATUS_DIGITAL_0,Control loop status bank 1,Status Regelkreis Bank 1,1,0,unsigned char,,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x4402,22;2C,read (dyn. DID),ITOEL,Oil temperature,Öltemperatur,1,0,unsigned char,°C,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x4506,22,read,IPNWE,Intake camshaft sensor position in crankshaft degrees,Einlassnockenwellensensor Position in Grad Kurbelwelle,1,0,unsigned int,° KW,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x4600,22;2C,read (dyn. DID),IWDKL,Throttle valve angle relative to the lower stop,Drosselklappenwinkel bezogen auf unteren Anschlag,1,0,unsigned int,% DK,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x4700,22;2C,read (dyn. DID),ISBV1,ISBV1,ISBV1,1,0,unsigned char,,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x4807,22;2C,read (dyn. DID),INMOT,Crankshaft speed,Kurbelwellendrehzahl,1,0,unsigned int,1/min,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x480B,22,read,IFPWG,Driver-demand accelerator pedal in %,Fahrerwunsch Fahrpedal in %,1,0,unsigned char,%,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x4A30,22;2C,read (dyn. DID),ILUZ1,ILUZ1,ILUZ1,1,0,int,Nm,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x4A35,22;2C,read (dyn. DID),ILUZ2,ILUZ2,ILUZ2,1,0,int,Nm,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x4A85,22;2C,read (dyn. DID),IMUL1,IMUL1,IMUL1,1,0,int,%,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x4A87,22;2C,read (dyn. DID),FAC_LAM_COR,limited lambda controller output plus pre control correction.,limited lambda controller output plus pre control correction.,1,0,int,%,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x4A89,22;2C,read (dyn. DID),FAC_LAM_OUT,lambda controller output,lambda controller output,1,0,int,%,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x4A96,22;2C,read (dyn. DID),IANWE,"Intake camshaft adaptation value, bank 1",Adaptionswert Nockenwelle Einlass Bank 1,1,0,unsigned char,° KW,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x5801,22;2C,read (dyn. DID),UIPUMG,Ambient pressure,Umgebungsdruck,1,0,unsigned char,kPa,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x5802,22;2C,read (dyn. DID),PWMTEV,PWM control signal for tank ventilation,PWM Steuerungssignal für Tankentlüftung,1,0,unsigned char,%,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x5803,22;2C,read (dyn. DID),UILAM1,Lambda sensor adaptation value,Lambdasonden Adaptionswert,1,0,unsigned char,%,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x5804,22;2C,read (dyn. DID),UIINT1,Lambda sensor adaptation value,Adaptionswert Lambdasonde,1,0,unsigned char,%,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x5805,22;2C,read (dyn. DID),UIUDK1,Absolute throttle valve position (sensor 1),Absolute Drosselklappenposition (Sensor1),1,0,unsigned char,% DK,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x5806,22;2C,read (dyn. DID),UIUDK2,Absolute throttle valve position,Absolute Drosselklappen Position,1,0,unsigned char,% DK,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x5807,22;2C,read (dyn. DID),UIKTFS,Fuel tank level,Fuellstand Kraftstofftank,1,0,unsigned char,l,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x5808,22;2C,read (dyn. DID),UIGANG,Ignition angle,Zündwinkel,1,0,unsigned char,° KW,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x5809,22;2C,read (dyn. DID),UTRMLT,Secondary fuel trim value (long-term),Sekundärer Gemischregelungswert (langzeitiger),1,0,unsigned char,%,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x580A,22;2C,read (dyn. DID),UTRMST,Secondary fuel trim value (short-term),Sekundärer Gemischregelungswert (kurzzeitiger),1,0,unsigned char,%,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x580B,22;2C,read (dyn. DID),UILAG1,Lambda value,Lambdawert,1,0,unsigned char,,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x580C,22;2C,read (dyn. DID),UILAGSP1,Lambda setpoint,Lambda-Sollwert,1,0,unsigned char,,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x580D,22;2C,read (dyn. DID),MOTORLAST,Relative engine load,Relative Motorlast,1,0,unsigned char,%,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x580E,22;2C,read (dyn. DID),UIPSAU,Intake manifold pressure - label MAP_MES_SAE,Saugrohrdruck - Label MAP_MES_SAE,1,0,unsigned char,kPa,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x580F,22;2C,read (dyn. DID),UINMOT,Engine speed,Motordrehzahl,1,0,unsigned char,1/min,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x5810,22;2C,read (dyn. DID),UPWG1,Accelerator pedal position (sensor 1),Position Gaspedal (Sensor 1),1,0,unsigned char,%,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x5811,22;2C,read (dyn. DID),UPWG2,Accelerator pedal position (sensor 2),Position Gaspedal (Sensor 2),1,0,unsigned char,%,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x5812,22;2C,read (dyn. DID),UKSYS,Fuel system status,Status Kraftstoffsystem,1,0,unsigned char,0-n,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x5813,22;2C,read (dyn. DID),MOTORLAUFZEIT,Elapsed time after engine start,Abgelaufene Zeit nach dem Motorstart,1,0,unsigned char,s,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x5814,22;2C,read (dyn. DID),UITANS,Intake air temperature from the HFM (air mass meter),Ansauglufttemperatur vom HFM,1,0,unsigned char,°C,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x5815,22;2C,read (dyn. DID),UITSAUM,Air temperature in the intake manifold,Lufttemperatur im Saugrohr,1,0,unsigned char,°C,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x5816,22;2C,read (dyn. DID),UITUMGM,Ambient air temperature,Umgebungslufttemperatur,1,0,unsigned char,°C,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x5817,22;2C,read (dyn. DID),UITUMG,Ambient air temperature,Umgebungslufttemperatur,1,0,unsigned char,°C,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x5818,22;2C,read (dyn. DID),UTCLNT,Coolant temperature,Kühlmitteltemperatur,1,0,unsigned char,°C,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x5819,22;2C,read (dyn. DID),UITKUM,Coolant temperature in degrees Celsius,Kühlmitteltemperatur in Grad Celsius,1,0,unsigned char,°C,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x581A,22;2C,read (dyn. DID),DK_POSITION,Relative throttle valve position,Relative Position der Drosselklappe,1,0,unsigned char,% DK,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x581B,22;2C,read (dyn. DID),DK_SOLLWERT,Throttle valve setpoint,Sollwert Drosselklappe,1,0,unsigned char,% DK,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x581C,22;2C,read (dyn. DID),IUK87,Battery voltage,Batteriespannung,1,0,unsigned char,V,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x581D,22;2C,read (dyn. DID),UIUSV1,Probe voltage of the wideband lambda sensor upstream of the catalytic converter (ADC value),Sondenspannung Breitbandlambdasonde vor Kat (ADC-Wert),1,0,unsigned char,V,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x581E,22;2C,read (dyn. DID),UIUSN1,Voltage lambda sensor downstream of catalytic converter (ADC value),Spannung Lambdasonde nach Kat (ADC-Wert),1,0,unsigned char,V,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x581F,22;2C,read (dyn. DID),FAHRGESCHWINDIGKEIT,Vehicle speed,Fahrzeuggeschwindigkeit,1,0,unsigned char,km/h,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x5820,22;2C,read (dyn. DID),UIUTANS,Voltage (air temperature sensor),Spannung (Lufttemperatursensor),1,0,unsigned char,V,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x5821,22;2C,read (dyn. DID),UIUTANSST,Air temperature in the intake manifold at first start (current drive cycle),Lufttemperatur im Saugrohr beim ersten Start (aktueller Fahrzyklus),1,0,unsigned char,°C,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x5822,22;2C,read (dyn. DID),UIUTUMGST,Ambient air temperature at start,Umgebungslufttemperatur beim Start,1,0,unsigned char,°C,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x5823,22;2C,read (dyn. DID),UIUPW1,Voltage (pedal value sensor 1),Spannung (Pedalwertsensor 1),1,0,unsigned char,V,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x5824,22;2C,read (dyn. DID),UIUPW2,Voltage (pedal value sensor 2),Spannung (Pedalwertsensor 2),1,0,unsigned char,V,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x5825,22;2C,read (dyn. DID),VP_TCO_ENVD,Voltage (coolant temperature sensor),Spannung (Kühlmitteltemperatursensor),1,0,unsigned char,V,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x5826,22;2C,read (dyn. DID),TCO_ST_DC,Coolant temperature at first start (current drive cycle),Kühlmitteltemperatur beim ersten Start (aktueller Fahrzyklus),1,0,unsigned char,°C,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x5827,22;2C,read (dyn. DID),TCO_STOP,Coolant temperature when the engine is switched off,Kühlmitteltemperatur beim abstellen des Motors,1,0,unsigned char,°C,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x5828,22;2C,read (dyn. DID),CL_MMV_ENVD,Charge in the activated-carbon filter (moving average),Ladung im Aktivkohlefilter (gleitender MIttelwert),1,0,unsigned char,,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x5829,22;2C,read (dyn. DID),MFF_SP_MV_KWP,Fuel mass setpoint,Sollwert Kraftstoffmasse,1,0,unsigned char,mg/stroke,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x582A,22;2C,read (dyn. DID),TI_1_HOM_ENVD_1,"Injection time (cylinder-specific, first pulse, cylinder 1)","Einspritzzeit (Zylinderindividuell, erster Puls, Zylinder 1)",1,0,unsigned char,ms,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x582B,22;2C,read (dyn. DID),TI_1_HOM_ENVD_2,"Injection time (cylinder-specific, first pulse, cylinder 2)","Einspritzzeit (Zylinderindividuell, erster Puls, Zylinder 2)",1,0,unsigned char,ms,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x582C,22;2C,read (dyn. DID),UMAIRT,Air mass flow per segment,Luftmassenstrom pro Segment,1,0,unsigned char,kg/h,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x582D,22;2C,read (dyn. DID),UMAIRS,Air mass flow per segment,Luftmassenstrom pro Segment,1,0,unsigned char,mg/stroke,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x582E,22;2C,read (dyn. DID),STAT_0X582E_WERT,Air mass,Luftmasse,1,0,unsigned char,%,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x582F,22;2C,read (dyn. DID),STAT_0X582F_WERT,Pressure regulator actuation value (divided by ambient pressure),Ansteuerungswert Druckregler (dividiert durch Umgebungsdruck),1,0,unsigned char,%,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x5830,22;2C,read (dyn. DID),FAC_AD_KNK,Knock factor,Klopffaktor,1,0,unsigned char,,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x5831,22;2C,read (dyn. DID),V_TPS_1,Voltage (throttle valve position sensor 1),Spannung (Drosselklappe Positionssensor 1),1,0,unsigned char,V,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x5832,22;2C,read (dyn. DID),V_TPS_2,Voltage (throttle valve position sensor 2),Spannung (Drosselklappe Positionssensor 2),1,0,unsigned char,V,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x5833,22;2C,read (dyn. DID),ENVD_0_MON,Environment data for general error,Umweltdaten  für allgemeinen Fehler,1,0,unsigned char,,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x5834,22;2C,read (dyn. DID),ENVD_1_MON,Environment data for general error,Umweltdaten  für allgemeinen Fehler,1,0,unsigned char,,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x5835,22;2C,read (dyn. DID),ENVD_2_MON,Environment data for general error,Umweltdaten  für allgemeinen Fehler,1,0,unsigned char,,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x5836,22;2C,read (dyn. DID),ENVD_3_MON,Environment data for general error,Umweltdaten  für allgemeinen Fehler,1,0,unsigned char,,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x5837,22;2C,read (dyn. DID),ENVD_0_MON_3,Environment data for processor error,Umweltdaten beim Prozessorfehler,1,0,unsigned char,,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x5838,22;2C,read (dyn. DID),ENVD_1_MON_3,Environment data for processor error,Umweltdaten beim Prozessorfehler,1,0,unsigned char,,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x5839,22;2C,read (dyn. DID),ENVD_2_MON_3,Environment data for processor error,Umweltdaten beim Prozessorfehler,1,0,unsigned char,,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x583A,22;2C,read (dyn. DID),ENVD_3_MON_3,Environment data for processor error,Umweltdaten beim Prozessorfehler,1,0,unsigned char,,rdme_i1.prg rev 0.220 (2012),
BMW i3 REx (I01),Gen3 BEV (2013-2022),RDME,Range-extender engine DME,,0x5A0E,22,read,IUSGI,ECU temperature,Steuergerätetemperatur,1,0,unsigned char,°C,rdme_i1.prg rev 0.220 (2012),
