vehicle,ecu,did,service,job_arg,direction,routine_phase,idx,byte_offset,name,type,unit,mul,div,add,mask,min,max,value_table,description_en,description_de
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,30,50,STAT_HIST_P_KLE_4_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer des Leistungsbedarfs KLE im Intervall 4-5 kW
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,31,52,STAT_HIST_P_KLE_5_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer des Leistungsbedarfs KLE im Intervall 5-6 kW
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,32,54,STAT_HIST_P_KLE_6_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer des Leistungsbedarfs KLE im Intervall > 6 kW
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,33,56,STAT_ENERGIE_KLE_WERT,unsigned int,Ws,3600.0,1.0,0.0,,,,,,Energieverbrauch KLE
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,34,58,STAT_HIST_P_EKMV_EDH_0_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer des Leistungsbedarfs von EKMV und EDH im Intervall 0-1 kW
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,35,60,STAT_HIST_P_EKMV_EDH_1_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer des Leistungsbedarfs von EKMV und EDH im Intervall 1-2 kW
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,36,62,STAT_HIST_P_EKMV_EDH_2_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer des Leistungsbedarfs von EKMV und EDH im Intervall 2-3 kW
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,37,64,STAT_HIST_P_EKMV_EDH_3_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer des Leistungsbedarfs von EKMV und EDH im Intervall 3-4 kW
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,38,66,STAT_HIST_P_EKMV_EDH_4_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer des Leistungsbedarfs von EKMV und EDH im Intervall 4-5 kW
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,39,68,STAT_HIST_P_EKMV_EDH_5_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer des Leistungsbedarfs von EKMV und EDH im Intervall > 5 kW
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,40,70,STAT_ENERGIE_EDH_EKMV_WERT,unsigned int,Ws,3600.0,1.0,0.0,,,,,,Energieverbrauch EDH und EKMV
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,41,72,STAT_ANF_ART_VOKO_WERT,unsigned char,,1.0,1.0,0.0,,,,,Bit0: preconditioning interior; Bit1: preconditioning interior forced; Bit2: preconditioning battery; Bit3: preconditioning battery forced,Bit0: Voko Innenraum Bit1: Voko Innenraum forced Bit2: Voko Batt Bit3: Voko Batt forced
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,42,73,STAT_HIST_P_HVB_0_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer des Leistungsbedarfes der HVB < -4 kW
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,43,75,STAT_HIST_P_HVB_1_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer des Leistungsbedarfes der HVB -4 kW bis -3 kW
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,44,77,STAT_HIST_P_HVB_2_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer des Leistungsbedarfes der HVB -3 kW bis -2 kW
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,45,79,STAT_HIST_P_HVB_3_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer des Leistungsbedarfes der HVB -2 kW bis -1 kW
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,46,81,STAT_HIST_P_HVB_4_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer des Leistungsbedarfes der HVB -1 kW bis 0 kW
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,47,83,STAT_HIST_P_HVB_5_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer des Leistungsbedarfes der HVB 0 kW bis 1 kW
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,48,85,STAT_HIST_P_HVB_6_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer des Leistungsbedarfes der HVB 1 kW bis 2 kW
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,49,87,STAT_HIST_P_HVB_7_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer des Leistungsbedarfes der HVB 2 kW bis 3 kW
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,50,89,STAT_HIST_P_HVB_8_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer des Leistungsbedarfes der HVB 3 kW bis 4 kW
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,51,91,STAT_HIST_P_HVB_9_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer des Leistungsbedarfes der HVB 4 kW bis 5 kW
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,52,93,STAT_HIST_P_HVB_10_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer des Leistungsbedarfes der HVB 5 kW bis 6 kW
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,53,95,STAT_HIST_P_HVB_11_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer des Leistungsbedarfes der HVB 6 kW bis 7 kW
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,54,97,STAT_HIST_P_HVB_12_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer des Leistungsbedarfes der HVB > 7 kW
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,55,99,STAT_ENERGIE_HVB_WERT,unsigned int,Ws,3600.0,1.0,0.0,,,,,,Energieverbrauch HVB
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,56,101,STAT_P_AVG_DCDC_HV_WERT,unsigned int,W,1.0,1.0,0.0,,,,,,Durchschnittliche Leistung DCDC-Wandler HV-seitig
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,57,103,STAT_DAUER_SPANNUNGSGRENZE_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer in Spannungsbegrenzung während Ladevorgang
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,58,105,STAT_SOC_SPANNUNGSGRENZE_WERT,int,%,0.1,1.0,0.0,,,,,SoC at which the voltage limit is reached,SoC bei der Spannungsgrenze erreicht wird
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,59,107,STAT_TIME_LADEBEGINN_HR_2_WERT,unsigned char,h,1.0,1.0,0.0,,,,,Time at start of charging (instrument cluster) hour 2,Uhrzeit bei Ladebeginn (Kombi) Stunde 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,60,108,STAT_TIME_LADEBEGINN_MIN_2_WERT,unsigned char,min,1.0,1.0,0.0,,,,,Time at start of charging (instrument cluster) minute 2,Uhrzeit bei Ladebeginn (Kombi) Minute 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,61,109,STAT_KM_STAND_LADEBEGINN_2_WERT,unsigned long,km,1.0,1.0,0.0,,,,,Odometer reading at start of charging 2,km-Stand bei Ladebeginn 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,62,113,STAT_DELTA_RANGE_2_WERT,unsigned char,km,1.0,1.0,0.0,,,,,,Differenz Reichweitenprognose zu letztem Ladeende und aktuellem Ladebeginn 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,63,114,STAT_DELTA_KM_STAND_2_WERT,unsigned char,km,1.0,1.0,0.0,,,,,,Differenz km-Stand seit letztem Ladeende und aktuellem Ladebeginn 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,64,115,STAT_DELTA_SOC_2_WERT,int,%,0.1,1.0,0.0,,,,,SoC swing between the last charge cycle and the current start of charging 2,SoC-Hub zwischen letztem Ladevorgang und aktuellem Ladebeginn 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,65,117,STAT_SOC_LADEBEGINN_2_WERT,int,%,0.1,1.0,0.0,,,,,,HV-SoC bei Ladebeginn 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,66,119,STAT_SOC_LADEENDE_2_WERT,int,%,0.1,1.0,0.0,,,,,,HV-SoC bei Ladeende 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,67,121,STAT_ABBRUCHBED_LADEN_2_WERT,unsigned char,,1.0,1.0,0.0,,,,,Start and abort condition for charging 2,Start- und Abbruchbedingung Laden 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,68,122,STAT_LADEDAUER_GESAMT_2_WERT,unsigned int,s,1.0,1.0,0.0,,,,,Total charging duration 2,Dauer Ladevorgang gesamt 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,69,124,STAT_LADEDAUER_EFFEKTIV_2_WERT,unsigned int,s,1.0,1.0,0.0,,,,,Charging duration without charging interruptions 2,Dauer Ladevorgang ohne Ladeunterbrechungen 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,70,126,STAT_ANZ_LADEUNTERBR_2_WERT,unsigned char,,1.0,1.0,0.0,,,,,Number of charging interruptions 2,Anzahl Ladeunterbrechungen 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,71,127,STAT_REAS_LDUNTERBR_2_WERT,unsigned int,,1.0,1.0,0.0,,,,,Cause of the last 4 charge interruptions 2,Ursache für die letzten 4 Ladeunterbrechungen 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,72,129,STAT_PROGNOSE_LADEDAUER_2_WERT,unsigned int,min,5.0,1.0,0.0,,,,,Predicted charge duration at start of charging 2,Prognostizierte Ladedauer zu Ladebeginn 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,73,131,STAT_DAUER_DER_2_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer des Deratings 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,74,133,STAT_MIN_VALUE_DER_2_WERT,unsigned int,W,1.0,1.0,0.0,,,,,Minimum value occurring during derating 2,Minimal auftretender Wert während Derating 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,75,135,STAT_DERATING_PROZENTUAL_2_WERT,unsigned char,%,1.0,1.0,0.0,,,,,Average value of the derating 2,Mittlerer Wert des Deratings 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,76,136,STAT_I_LIM_GRID_2_WERT,unsigned char,A,1.0,1.0,0.0,,,,,Mains-side current limit 2,Netzseitige Stromgrenze 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,77,137,STAT_T_AMB_LADEBEGINN_2_WERT,int,°C,0.5,1.0,0.0,,,,,Ambient temperature at start of charging 2,Umgebungstemperatur Ladebeginn 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,78,139,STAT_T_AMB_LADEENDE_2_WERT,int,°C,0.5,1.0,0.0,,,,,Ambient temperature at end of charging 2,Umgebungstemperatur Ladeende 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,79,141,STAT_T_HVB_LADEBEGINN_2_WERT,int,°C,1.0,1.0,0.0,,,,,HV battery temperature 2,Temperatur HV-Batterie 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,80,143,STAT_T_HVB_LADEENDE_2_WERT,int,°C,1.0,1.0,0.0,,,,,HV battery temperature at end of charge 2,Temperatur HV-Batterie Ladeende 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,81,145,STAT_U_GRID_MIN_2_WERT,unsigned char,V,1.0,1.0,0.0,,,,,Minimum mains voltage 2,Minimale Netzspannung 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,82,146,STAT_U_GRID_MAX_2_WERT,unsigned char,V,1.0,1.0,0.0,,,,,,Maximale Netzspannung 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,83,147,STAT_HIST_P_KLE_0_2_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer des Leistungsbedarfs KLE im Intervall 0-1 kW 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,84,149,STAT_HIST_P_KLE_1_2_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer des Leistungsbedarfs KLE im Intervall 1-2 kW 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,85,151,STAT_HIST_P_KLE_2_2_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer des Leistungsbedarfs KLE im Intervall 2-3 kW 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,86,153,STAT_HIST_P_KLE_3_2_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer des Leistungsbedarfs KLE im Intervall 3-4 kW 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,87,155,STAT_HIST_P_KLE_4_2_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer des Leistungsbedarfs KLE im Intervall 4-5 kW 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,88,157,STAT_HIST_P_KLE_5_2_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer des Leistungsbedarfs KLE im Intervall 5-6 kW 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,89,159,STAT_HIST_P_KLE_6_2_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer des Leistungsbedarfs KLE im Intervall > 6 kW 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,90,161,STAT_ENERGIE_KLE_2_WERT,unsigned int,Ws,3600.0,1.0,0.0,,,,,,Energieverbrauch KLE 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,91,163,STAT_HIST_P_EKMV_EDH_0_2_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer des Leistungsbedarfs von EKMV und EDH im Intervall 0-1 kW 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,92,165,STAT_HIST_P_EKMV_EDH_1_2_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer des Leistungsbedarfs von EKMV und EDH im Intervall 1-2 kW 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,93,167,STAT_HIST_P_EKMV_EDH_2_2_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer des Leistungsbedarfs von EKMV und EDH im Intervall 2-3 kW 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,94,169,STAT_HIST_P_EKMV_EDH_3_2_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer des Leistungsbedarfs von EKMV und EDH im Intervall 3-4 kW 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,95,171,STAT_HIST_P_EKMV_EDH_4_2_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer des Leistungsbedarfs von EKMV und EDH im Intervall 4-5 kW 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,96,173,STAT_HIST_P_EKMV_EDH_5_2_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer des Leistungsbedarfs von EKMV und EDH im Intervall > 5 kW 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,97,175,STAT_ENERGIE_EDH_EKMV_2_WERT,unsigned int,Ws,3600.0,1.0,0.0,,,,,,Energieverbrauch EDH und EKMV 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,98,177,STAT_ANF_ART_VOKO_2_WERT,unsigned char,,1.0,1.0,0.0,,,,,Bit0: preconditioning interior_2; Bit1: preconditioning interior forced_2; Bit2: preconditioning battery_2; Bit3: preconditioning battery forced_2,Bit0: Voko Innenraum_2 Bit1: Voko Innenraum forced_2 Bit2: Voko Batt_2 Bit3: Voko Batt forced_2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,99,178,STAT_HIST_P_HVB_0_2_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer des Leistungsbedarfes der HVB < -4 kW 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,100,180,STAT_HIST_P_HVB_1_2_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer des Leistungsbedarfes der HVB -4 kW bis -3 kW 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,101,182,STAT_HIST_P_HVB_2_2_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer des Leistungsbedarfes der HVB -3 kW bis -2 kW 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,102,184,STAT_HIST_P_HVB_3_2_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer des Leistungsbedarfes der HVB -2 kW bis -1 kW 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,103,186,STAT_HIST_P_HVB_4_2_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer des Leistungsbedarfes der HVB -1 kW bis 0 kW 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,104,188,STAT_HIST_P_HVB_5_2_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer des Leistungsbedarfes der HVB 0 kW bis 1 kW 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,105,190,STAT_HIST_P_HVB_6_2_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer des Leistungsbedarfes der HVB 1 kW bis 2 kW 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,106,192,STAT_HIST_P_HVB_7_2_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer des Leistungsbedarfes der HVB 2 kW bis 3 kW 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,107,194,STAT_HIST_P_HVB_8_2_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer des Leistungsbedarfes der HVB 3 kW bis 4 kW 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,108,196,STAT_HIST_P_HVB_9_2_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer des Leistungsbedarfes der HVB 4 kW bis 5 kW 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,109,198,STAT_HIST_P_HVB_10_2_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer des Leistungsbedarfes der HVB 5 kW bis 6 kW 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,110,200,STAT_HIST_P_HVB_11_2_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer des Leistungsbedarfes der HVB 6 kW bis 7 kW 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,111,202,STAT_HIST_P_HVB_12_2_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer des Leistungsbedarfes der HVB > 7 kW 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,112,204,STAT_ENERGIE_HVB_2_WERT,unsigned int,Ws,3600.0,1.0,0.0,,,,,,Energieverbrauch HVB 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,113,206,STAT_P_AVG_DCDC_HV_2_WERT,unsigned int,W,1.0,1.0,0.0,,,,,,Durchschnittliche Leistung DCDC-Wandler HV-seitig 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,114,208,STAT_DAUER_SPANNUNGSGRENZE_2_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer in Spannungsbegrenzung während Ladevorgang 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,115,210,STAT_SOC_SPANNUNGSGRENZE_2_WERT,int,%,0.1,1.0,0.0,,,,,SoC at which the voltage limit is reached 2,SoC bei der Spannungsgrenze erreicht wird 2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,116,212,STAT_ANZ_NACHLADEANF_WERT,unsigned char,,1.0,1.0,0.0,,,,,Number of recharge requests since last TSR,Anzahl Nachladeanforderungen seit letztem TSR
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,117,213,STAT_DAUER_NACHLADEANF_WERT,unsigned int,s,1.0,1.0,0.0,,,,,,Dauer der letzen Nachladeanforderung
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,118,215,STAT_P_LADE_AVG_NVB_WERT,unsigned int,W,1.0,1.0,0.0,,,,,,Durchschnittliche Ladeleistung NVB während Nachladeanforderung
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,119,217,STAT_P_LADE_AVG_DCDC_HV_WERT,unsigned int,W,1.0,1.0,0.0,,,,,,Durchschnittliche Leistung DCDC-Wandler HV-seitig während Nachladeanforderung
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,120,219,STAT_ZUSATZINFO_NACHLADEANF_WERT,unsigned char,,1.0,1.0,0.0,,,,,Bit0: recharge request after wake-up by IBS; Bit1: charging in progress with vehicle awake; Bit2: reserved; Bit3: reserved; Bit4: HV battery SoC min. undershot; Bit5: min. recharge current for 12V battery undershot; Bit6: aborted by St_kl_15; Bit7: poor charge balance,Bit0: Nachladeanforderung nach Wecken durch IBS Bit1: Ladevorgang bei Fahrzeug wach Bit2: Vorbehalt Bit3: Vorbehalt Bit4: HVB-SoC min. unterschritten Bit5: Min. Nachladestrom NVB unterschritten Bit6: Abbruch durch St_kl_15 Bit7: Schlechte Ladebilanz
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,121,220,STAT_GESAMTDAUER_NACHLAUF_WERT,unsigned int,s,1.0,1.0,0.0,,,,,Summed run-on duration since last TSR,Aufsummierte Nachlaufdauer seit letzten TSR
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,122,222,STAT_P_AVG_DCDC_INSGESAMT_WERT,unsigned int,W,1.0,1.0,0.0,,,,,,Durchschnittliche Leistung DCDC-Wandler während Nachlauf
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,123,224,STAT_P_AVG_BATT_INSGESAMT_WERT,unsigned int,W,1.0,1.0,0.0,,,,,,Durchschnittliche Ladeleistung NVB während Nachlauf
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,124,226,STAT_DELTA_SOC_STANDZEIT_1_WERT,int,%,0.1,1.0,0.0,,,,,Change in SoC over standing time_1,Änderung SoC über Standzeit_1
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,125,228,STAT_DAUER_STANDZEIT_1_WERT,unsigned int,min,1.0,1.0,0.0,,,,,Standstill duration_1,Dauer Standzeit_1
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,126,230,STAT_DELTA_SOC_STANDZEIT_2_WERT,int,%,0.1,1.0,0.0,,,,,Change in SoC over standing time_2,Änderung SoC über Standzeit_2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,127,232,STAT_DAUER_STANDZEIT_2_WERT,unsigned int,min,1.0,1.0,0.0,,,,,Standstill duration_2,Dauer Standzeit_2
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,128,234,STAT_REAS_DERATING_WERT,unsigned char,,1.0,1.0,0.0,,,,,Cause(s) of derating Bit0: over-temperature Bit1: mains frequency too low Bit2: failure of a charging module Bit3: DC current limitation Bit4: mains-available power lower than rated power,Ursache(n) des Deratings Bit0: Übertemperatur Bit1: Netzfrequenz zu niedrig Bit2: Ausfall eines Lademoduls Bit3: DC-Strombegrenzung Bit4: Netzseitig verfügbare Leistung kleiner Nennleistung
BMW i8 (I12),EME,0xDEA0,22,STATUS_TSR_LADEN,result,,129,235,STAT_REAS_DERATING_2_WERT,unsigned char,,1.0,1.0,0.0,,,,,Cause(s) of derating Bit0: over-temperature Bit1: mains frequency too low Bit2: failure of a charging module Bit3: DC current limitation Bit4: mains-available power lower than rated power,Ursache(n) des Deratings Bit0: Übertemperatur Bit1: Netzfrequenz zu niedrig Bit2: Ausfall eines Lademoduls Bit3: DC-Strombegrenzung Bit4: Netzseitig verfügbare Leistung kleiner Nennleistung
BMW i8 (I12),EME,0xDEA5,22,AE_BUDS,result,,0,0,STAT_BUDS_WERT,unsigned char,hPa,4.0,1.0,-1000.0,,,,,Brake vacuum sensor value,Sensorwert des Bremsunterdrucks
BMW i8 (I12),EME,0xDEA6,22,AE_TEMP_EMASCHINE,result,,0,0,STAT_TEMP1_E_MOTOR_WERT,int,°C,0.0156,1.0,0.0,,,,,E-motor temperature 1,E-Motor Temperatur 1
BMW i8 (I12),EME,0xDEA6,22,AE_TEMP_EMASCHINE,result,,1,2,STAT_TEMP2_E_MOTOR_WERT,int,°C,0.0156,1.0,0.0,,,,,E-motor temperature 2,E-Motor Temperatur 2
BMW i8 (I12),EME,0xDEA7,22,AE_ELEKTRISCHE_MASCHINE,result,,0,0,STAT_ELEKTRISCHE_MASCHINE_DREHZAHL_WERT,unsigned int,1/min,0.5,1.0,-5000.0,,,,,Speed of the electric machine,Drehzahl der E-Maschine
BMW i8 (I12),EME,0xDEA7,22,AE_ELEKTRISCHE_MASCHINE,result,,1,2,STAT_ELEKTRISCHE_MASCHINE_IST_MOMENT_WERT,int,Nm,0.5,1.0,0.0,,,,,IS the moment of the e-machine,IST Moment der E-Maschine
BMW i8 (I12),EME,0xDEA7,22,AE_ELEKTRISCHE_MASCHINE,result,,2,4,STAT_ELEKTRISCHE_MASCHINE_SOLL_MOMENT_WERT,int,Nm,0.5,1.0,0.0,,,,,SHOULD moment of the electric machine,SOLL Moment der E-Maschine
BMW i8 (I12),EME,0xDEA7,22,AE_ELEKTRISCHE_MASCHINE,result,,3,6,STAT_ELEKTRISCHE_BETRIEBSART_NR,unsigned char,0-n,,,,,,,TAB_AE_ELEKTRISCHE_BETRIEBSART,current operating mode of the e-machine,aktuelle Betriebsart der E-Maschine
BMW i8 (I12),EME,0xDEA9,22,AE_ZUSTAND_2_DCDC,result,,0,0,AE_ZUSTAND_2_DCDC,BITFIELD,bit,,,,,,,RES_0xDEA9,Various statuses returned from the DCDC converter,Rückgabe verschiederer Status vom DCDC-Wandler
