ecu,diag_addr_i3,kind,id,request,followup,sweep,names,expected_payload_len,layout_differs,vehicles,relevance,description_en
SMES1,,did,0xDD98,22 DD 98,,,HV_BATT_HIST_SOC_T5,280,,"BMW ActiveE (E82, ""BEV10"")",battery,Number of cycles at temperature 30°C < T < 40°C and at different values of current and SoC.
SMES1,,did,0xDD99,22 DD 99,,,HV_BATT_HIST_SOC_T6,280,,"BMW ActiveE (E82, ""BEV10"")",battery,Number of cycles at temperature 40°C < T < 50°C and at different values of current and SoC
SMES1,,did,0xDD9A,22 DD 9A,,,HV_BATT_HIST_SOC_T7,280,,"BMW ActiveE (E82, ""BEV10"")",battery,Values for histogram of the HV battery in the temperature range above 50°C
SMES1,,did,0xDD9B,22 DD 9B,,,ZELLSPANNUNG_MODUL_9,24,,"BMW ActiveE (E82, ""BEV10"")",battery,"Currently measured cell voltages, module 9"
SMES1,,did,0xDD9C,22 DD 9C,,,ZELLSPANNUNG_MODUL_10,24,,"BMW ActiveE (E82, ""BEV10"")",battery,"Currently measured cell voltages, module 10"
SMES1,,did,0xDD9D,22 DD 9D,,,ZELLSPANNUNG_MODUL_11,24,,"BMW ActiveE (E82, ""BEV10"")",battery,"Currently measured cell voltages, module 11"
SMES1,,did,0xDD9E,22 DD 9E,,,ZELLSPANNUNG_MODUL_12,24,,"BMW ActiveE (E82, ""BEV10"")",battery,"Currently measured cell voltages, module 12"
SMES1,,did,0xDD9F,22 DD 9F,,,FAHRGESTELLNUMMER,7,,"BMW ActiveE (E82, ""BEV10"")",battery,Current chassis number (VIN) of the vehicle in which the HV battery (storage) is installed
SMES1,,did,0xDDA1,22 DD A1,,,KUEHLMITTELPUMPE,1,,"BMW ActiveE (E82, ""BEV10"")",battery,Result values or control of the coolant pump for cooling the HV battery in % (0-100%)
SMES1,,did,0xDDA2,22 DD A2,,,TEMP_SENSOREN_BEV10,104,,"BMW ActiveE (E82, ""BEV10"")",battery,Return the temperature values of all CSCs
SMES1,,did,0xDDA3,22 DD A3,,,ZELLSPANNUNG_MODUL_13,24,,"BMW ActiveE (E82, ""BEV10"")",battery,"Currently measured cell voltages, module 13"
SMES1,,did,0xDDA5,22 DD A5,,,FREIGABE_KUEHLMITTELPUMPE,1,,"BMW ActiveE (E82, ""BEV10"")",battery,"Enable or read out status of the coolant pump (0 = not enabled, 1 = enabled)"
SMES1,,did,0xDDA6,22 DD A6,,,SCHUETZ_SCHALTER_BEV10,3,,"BMW ActiveE (E82, ""BEV10"")",battery,"Status of the three contactor switches for the 3 HV batteries: transmission tunnel, front section, tank"
SMES1,,did,0xDDA7,22 DD A7,,,ISOLATIONSWIDERSTAND_BEV10,18,,"BMW ActiveE (E82, ""BEV10"")",battery,Value of all insulation resistances (all HV batteries)
SMES1,,did,0xDDA8,22 DD A8,,,CSC_IDS_BEV10,104,,"BMW ActiveE (E82, ""BEV10"")",battery,HW numbers of all CSCs (Cell Supervisory Circuit) of the BEV2010
SMES1,,did,0xDDA9,22 DD A9,,,KUEHLKREISLAUF_TEMP_BEV10,6,,"BMW ActiveE (E82, ""BEV10"")",battery,Coolant circuit temperature BEV2010
SMES1,,did,0xDDAA,22 DD AA,,,HV_SPANNUNG_BATT_BEV10,28,,"BMW ActiveE (E82, ""BEV10"")",battery,Values for HV voltages for the BEV2010
SMES1,,did,0xDDAD,22 DD AD,,,VARIANTE_CSCS_BEV10,13,,"BMW ActiveE (E82, ""BEV10"")",battery,Return the CSC variant of all modules
SMES1,,did,0xDDAE,22 DD AE,,,ZELLSPANNUNG_MODUL_4,24,,"BMW ActiveE (E82, ""BEV10"")",battery,"Currently measured cell voltages, module 4"
SMES1,,did,0xDDAF,22 DD AF,,,ZELLSPANNUNG_MODUL_5,24,,"BMW ActiveE (E82, ""BEV10"")",battery,"Currently measured cell voltages, module 5"
SMES1,,did,0xDDB0,22 DD B0,,,ZELLSPANNUNG_MODUL_6,24,,"BMW ActiveE (E82, ""BEV10"")",battery,"Currently measured cell voltages, module 6"
SMES1,,did,0xDDB1,22 DD B1,,,ZELLSPANNUNG_MODUL_7,24,,"BMW ActiveE (E82, ""BEV10"")",battery,"Currently measured cell voltages, module 7"
SMES1,,did,0xDDB2,22 DD B2,,,ZELLSPANNUNG_MODUL_8,24,,"BMW ActiveE (E82, ""BEV10"")",battery,"Currently measured cell voltages, module 8"
SMES1,,did,0xDDB6,22 DD B6,,,ALTERUNG_INNENWIDERSTAND,2,,"BMW ActiveE (E82, ""BEV10"")",battery,"Resistance increase: resistance increased by x %, percentage value: (R_akt / R_neu - 1) * 100, 0 = end of life reached, 100 = new condition"
SMES1,,did,0xDDB7,22 DD B7,,,ALTERUNG_KAPAZITAET,2,,"BMW ActiveE (E82, ""BEV10"")",battery,"Remaining capacity of the battery (storage), percentage value: ( C_akt/C_nenn(neu) ) * 100, 0 = end of life reached, 100 = new condition"
SMES1,,did,0xDDB9,22 DD B9,,,ZELLSPANNUNG_MODUL_1,24,,"BMW ActiveE (E82, ""BEV10"")",battery,"Currently measured cell voltages in V, module 1"
SMES1,,did,0xDDBA,22 DD BA,,,ZELLSPANNUNG_MODUL_2,24,,"BMW ActiveE (E82, ""BEV10"")",battery,"Currently measured cell voltages, module 2"
SMES1,,did,0xDDBB,22 DD BB,,,ZELLSPANNUNG_MODUL_3,24,,"BMW ActiveE (E82, ""BEV10"")",battery,"Currently measured cell voltages in V, module 3"
SMES1,,did,0xDDBC,22 DD BC,,,ANZEIGE_SOC,6,,"BMW ActiveE (E82, ""BEV10"")",battery,current advertisement Soc
SMES1,,did,0xDDBD,22 DD BD,,,SERVICE_DISCONNECT,1,,"BMW ActiveE (E82, ""BEV10"")",battery,"Status of the service disconnect (0 = open, 1 = closed)"
SMES1,,did,0xDDBE,22 DD BE,,,ZEIT_VORLADUNG,30,,"BMW ActiveE (E82, ""BEV10"")",battery,Last required precharge time (ring buffer)
SMES1,,did,0xDDBF,22 DD BF,,,ZELLSPANNUNGEN_MIN_MAX,4,,"BMW ActiveE (E82, ""BEV10"")",battery,minimum and maximum single cell voltages are output
SMES1,,did,0xDDC0,22 DD C0,,,TEMPSENSOREN_MIN_MAX,4,,"BMW ActiveE (E82, ""BEV10"")",battery,Output of the minimum and maximum temperature values of all individual cells
SMES1,,did,0xDDC2,22 DD C2,,,ALTERUNG_PARAMETER,12,,"BMW ActiveE (E82, ""BEV10"")",battery,Aging values of the series/parallel ohmic resistance and the parallel capacitance
SMES1,,did,0xDDC4,22 DD C4,,,SOC,3,,"BMW ActiveE (E82, ""BEV10"")",battery,Return SOC value (in %) and plausibility
SMES1,,did,0xDDC6,22 DD C6,,,HISTO_SYM_DAUER,32,,"BMW ActiveE (E82, ""BEV10"")",battery,Read the number of cell balancing events in the respective time classes (target time during which the balancing resistors are to be switched active).
SMES1,,did,0xDDC7,22 DD C7,,,HISTO_SYM_ZELLANZAHL,32,,"BMW ActiveE (E82, ""BEV10"")",battery,Read the number of sleep events in which the respective cell count was commanded for cell balancing.
SMES1,,did,0xDDC8,22 DD C8,,,SYM_DELTASOC,10,,"BMW ActiveE (E82, ""BEV10"")",battery,Maximum SoC difference in% over the entire HVS. Ring memory of the last 5 trips
SMES1,,did,0xDDC9,22 DD C9,,,MAX_SYM_DAUER,40,,"BMW ActiveE (E82, ""BEV10"")",battery,Maximum cell-balancing duration of the last successful balancing operations
SMES1,,did,0xDDCA,22 DD CA,,,SERIENNUMMER_ECU,10,,"BMW ActiveE (E82, ""BEV10"")",battery,Serial number SME ECU
SMES1,,routine_results,0xAD61,31 03 AD 61,,,ISOLATION,,,"BMW ActiveE (E82, ""BEV10"")",battery,Isolation test result
SMES2,,did,0x6516,22 65 16,,,_ST_SYM_MODUS,1,,"BMW ActiveE (E82, ""BEV10"")",battery,Status of the SME cell balancing mode
SMES2,,did,0xDD61,22 DD 61,,,SCHUETZ_FREIGABE,1,,"BMW ActiveE (E82, ""BEV10"")",battery,Writes or reads the bit to enable or disable the contactor switch. Job is clamp-safe
SMES2,,did,0xDD62,22 DD 62,,,HV_STROM_MAX,8,,"BMW ActiveE (E82, ""BEV10"")",battery,Maximum HV current
SMES2,,did,0xDD63,22 DD 63,,,SCHUETZSCHALTUNGEN_ANZAHL,4,,"BMW ActiveE (E82, ""BEV10"")",battery,Number of switchings of the contactor switch (currentless and under load)
SMES2,,did,0xDD64,22 DD 64,,,HVIL,1,,"BMW ActiveE (E82, ""BEV10"")",battery,Disturb/disable the interlock generator in the BMS / HVIL test result
SMES2,,did,0xDD65,22 DD 65,,,SOC_MIN_MAX,4,,"BMW ActiveE (E82, ""BEV10"")",battery,Min/max values of the SOC
SMES2,,did,0xDD66,22 DD 66,,,HV_SPANNUNG,2,,"BMW ActiveE (E82, ""BEV10"")",battery,HV voltage of the DC link before the contactors
SMES2,,did,0xDD67,22 DD 67,,,ANZAHL_KUEHLANFORDERUNG_DRINGEND,1,,"BMW ActiveE (E82, ""BEV10"")",battery,Counter describing how often a higher temperature state was reached in consecutive terminal cycles. (Maximum value)
SMES2,,did,0xDD68,22 DD 68,,,HV_SPANNUNG_BERECHNET,2,,"BMW ActiveE (E82, ""BEV10"")",battery,HV voltage calculated from the individual cells (battery voltage behind the contactors)
SMES2,,did,0xDD69,22 DD 69,,,HV_STROM,4,,"BMW ActiveE (E82, ""BEV10"")",battery,HV electricity
SMES2,,did,0xDD6F,22 DD 6F,,,KUEHLKREISLAUF_VENTIL,1,,"BMW ActiveE (E82, ""BEV10"")",battery,Status / control coolant valve: Closed or open / close or open
SMES2,,did,0xDD72,22 DD 72,,,AUFSTART_VERHINDERER,1,,"BMW ActiveE (E82, ""BEV10"")",battery,Reason for not starting the HV system
SMES2,,did,0xDD73,22 DD 73,,,CUMULATIVE_LADUNG,4,,"BMW ActiveE (E82, ""BEV10"")",battery,Status cumulative charge
SMES2,,did,0xDD74,22 DD 74,,,CUMULATIVE_ENTLADUNG,4,,"BMW ActiveE (E82, ""BEV10"")",battery,Status cumulative discharge
SMES2,,did,0xDD76,22 DD 76,,,STATUS_KL30C_SPANNUNG,1,,"BMW ActiveE (E82, ""BEV10"")",battery,Voltage terminal 30C
SMES2,,did,0xDD7B,22 DD 7B,,,REFERENZ_KAPAZITAET,4,,"BMW ActiveE (E82, ""BEV10"")",battery,Read and adjust battery capacity
SMES2,,did,0xDD7C,22 DD 7C,,,GW_INFO,83,,"BMW ActiveE (E82, ""BEV10"")",battery,Warranty data
SMES2,,did,0xDD7D,22 DD 7D,,,STROMGRENZEN,4,,"BMW ActiveE (E82, ""BEV10"")",battery,Current limits
SMES2,,did,0xDD7E,22 DD 7E,,,SPANNUNGSGRENZEN,4,,"BMW ActiveE (E82, ""BEV10"")",battery,Voltage limits
SMES2,,did,0xDD8E,22 DD 8E,,,HVB_HISTORIE_ZYKLEN,112,,"BMW ActiveE (E82, ""BEV10"")",battery,Output of the sum of cyclizations in the respective range during charging/discharging and output of the current loads
SMES2,,did,0xDD90,22 DD 90,,,ZEIT_TEMP_HISTOGRAMM,80,,"BMW ActiveE (E82, ""BEV10"")",battery,Time in various temperature classes and main contactor states
SMES2,,did,0xDD91,22 DD 91,,,ZEIT_SOC_KLASSE,40,,"BMW ActiveE (E82, ""BEV10"")",battery,Time since installation in SOC classes
SMES2,,did,0xDD92,22 DD 92,,,HVB_HISTORIE_MIN_SOC,12,,"BMW ActiveE (E82, ""BEV10"")",battery,"History, state of charge, minimum value of the last five days"
SMES2,,did,0xDD93,22 DD 93,,,HVB_HISTORIE_MAX_SOC,12,,"BMW ActiveE (E82, ""BEV10"")",battery,"History, state of charge, maximum value of the last five days"
SMES2,,did,0xDD94,22 DD 94,,,HV_BATT_HIST_SOC_T1,280,,"BMW ActiveE (E82, ""BEV10"")",battery,Number of cycles at temperature < 0°C  and at different values of current and SoC
SMES2,,did,0xDD95,22 DD 95,,,HV_BATT_HIST_SOC_T2,280,,"BMW ActiveE (E82, ""BEV10"")",battery,Number of cycles at temperature 0°C < T < 10°C and at different values of current and SoC
SMES2,,did,0xDD96,22 DD 96,,,HV_BATT_HIST_SOC_T3,280,,"BMW ActiveE (E82, ""BEV10"")",battery,Number of cycles at temperature 10°C < T < 20°C and at different values of current and SoC.
SMES2,,did,0xDD97,22 DD 97,,,HV_BATT_HIST_SOC_T4,280,,"BMW ActiveE (E82, ""BEV10"")",battery,Number of cycles at temperature 20°C < T < 30°C and at different values of current and SoC
SMES2,,did,0xDD98,22 DD 98,,,HV_BATT_HIST_SOC_T5,280,,"BMW ActiveE (E82, ""BEV10"")",battery,Number of cycles at temperature 30°C < T < 40°C and at different values of current and SoC.
SMES2,,did,0xDD99,22 DD 99,,,HV_BATT_HIST_SOC_T6,280,,"BMW ActiveE (E82, ""BEV10"")",battery,Number of cycles at temperature 40°C < T < 50°C and at different values of current and SoC
SMES2,,did,0xDD9A,22 DD 9A,,,HV_BATT_HIST_SOC_T7,280,,"BMW ActiveE (E82, ""BEV10"")",battery,Values for histogram of the HV battery in the temperature range above 50°C
SMES2,,did,0xDD9B,22 DD 9B,,,ZELLSPANNUNG_MODUL_9,24,,"BMW ActiveE (E82, ""BEV10"")",battery,"Currently measured cell voltages, module 9"
SMES2,,did,0xDD9C,22 DD 9C,,,ZELLSPANNUNG_MODUL_10,24,,"BMW ActiveE (E82, ""BEV10"")",battery,"Currently measured cell voltages, module 10"
SMES2,,did,0xDD9D,22 DD 9D,,,ZELLSPANNUNG_MODUL_11,24,,"BMW ActiveE (E82, ""BEV10"")",battery,"Currently measured cell voltages, module 11"
SMES2,,did,0xDD9E,22 DD 9E,,,ZELLSPANNUNG_MODUL_12,24,,"BMW ActiveE (E82, ""BEV10"")",battery,"Currently measured cell voltages, module 12"
SMES2,,did,0xDD9F,22 DD 9F,,,FAHRGESTELLNUMMER,7,,"BMW ActiveE (E82, ""BEV10"")",battery,Current chassis number (VIN) of the vehicle in which the HV battery (storage) is installed
SMES2,,did,0xDDA1,22 DD A1,,,KUEHLMITTELPUMPE,1,,"BMW ActiveE (E82, ""BEV10"")",battery,Result values or control of the coolant pump for cooling the HV battery in % (0-100%)
SMES2,,did,0xDDA2,22 DD A2,,,TEMP_SENSOREN_BEV10,104,,"BMW ActiveE (E82, ""BEV10"")",battery,Return the temperature values of all CSCs
SMES2,,did,0xDDA3,22 DD A3,,,ZELLSPANNUNG_MODUL_13,24,,"BMW ActiveE (E82, ""BEV10"")",battery,"Currently measured cell voltages, module 13"
SMES2,,did,0xDDA5,22 DD A5,,,FREIGABE_KUEHLMITTELPUMPE,1,,"BMW ActiveE (E82, ""BEV10"")",battery,"Enable or read out status of the coolant pump (0 = not enabled, 1 = enabled)"
SMES2,,did,0xDDA6,22 DD A6,,,SCHUETZ_SCHALTER_BEV10,3,,"BMW ActiveE (E82, ""BEV10"")",battery,"Status of the three contactor switches for the 3 HV batteries: transmission tunnel, front section, tank"
SMES2,,did,0xDDA7,22 DD A7,,,ISOLATIONSWIDERSTAND_BEV10,18,,"BMW ActiveE (E82, ""BEV10"")",battery,Value of all insulation resistances (all HV batteries)
SMES2,,did,0xDDA8,22 DD A8,,,CSC_IDS_BEV10,104,,"BMW ActiveE (E82, ""BEV10"")",battery,HW numbers of all CSCs (Cell Supervisory Circuit) of the BEV2010
SMES2,,did,0xDDA9,22 DD A9,,,KUEHLKREISLAUF_TEMP_BEV10,6,,"BMW ActiveE (E82, ""BEV10"")",battery,Coolant circuit temperature BEV2010
SMES2,,did,0xDDAA,22 DD AA,,,HV_SPANNUNG_BATT_BEV10,28,,"BMW ActiveE (E82, ""BEV10"")",battery,Values for HV voltages for the BEV2010
SMES2,,did,0xDDAD,22 DD AD,,,VARIANTE_CSCS_BEV10,13,,"BMW ActiveE (E82, ""BEV10"")",battery,Return the CSC variant of all modules
SMES2,,did,0xDDAE,22 DD AE,,,ZELLSPANNUNG_MODUL_4,24,,"BMW ActiveE (E82, ""BEV10"")",battery,"Currently measured cell voltages, module 4"
SMES2,,did,0xDDAF,22 DD AF,,,ZELLSPANNUNG_MODUL_5,24,,"BMW ActiveE (E82, ""BEV10"")",battery,"Currently measured cell voltages, module 5"
SMES2,,did,0xDDB0,22 DD B0,,,ZELLSPANNUNG_MODUL_6,24,,"BMW ActiveE (E82, ""BEV10"")",battery,"Currently measured cell voltages, module 6"
SMES2,,did,0xDDB1,22 DD B1,,,ZELLSPANNUNG_MODUL_7,24,,"BMW ActiveE (E82, ""BEV10"")",battery,"Currently measured cell voltages, module 7"
SMES2,,did,0xDDB2,22 DD B2,,,ZELLSPANNUNG_MODUL_8,24,,"BMW ActiveE (E82, ""BEV10"")",battery,"Currently measured cell voltages, module 8"
SMES2,,did,0xDDB6,22 DD B6,,,ALTERUNG_INNENWIDERSTAND,2,,"BMW ActiveE (E82, ""BEV10"")",battery,"Resistance increase: resistance increased by x %, percentage value: (R_akt / R_neu - 1) * 100, 0 = end of life reached, 100 = new condition"
SMES2,,did,0xDDB7,22 DD B7,,,ALTERUNG_KAPAZITAET,2,,"BMW ActiveE (E82, ""BEV10"")",battery,"Remaining capacity of the battery (storage), percentage value: ( C_akt/C_nenn(neu) ) * 100, 0 = end of life reached, 100 = new condition"
SMES2,,did,0xDDB9,22 DD B9,,,ZELLSPANNUNG_MODUL_1,24,,"BMW ActiveE (E82, ""BEV10"")",battery,"Currently measured cell voltages in V, module 1"
SMES2,,did,0xDDBA,22 DD BA,,,ZELLSPANNUNG_MODUL_2,24,,"BMW ActiveE (E82, ""BEV10"")",battery,"Currently measured cell voltages, module 2"
SMES2,,did,0xDDBB,22 DD BB,,,ZELLSPANNUNG_MODUL_3,24,,"BMW ActiveE (E82, ""BEV10"")",battery,"Currently measured cell voltages in V, module 3"
SMES2,,did,0xDDBC,22 DD BC,,,ANZEIGE_SOC,6,,"BMW ActiveE (E82, ""BEV10"")",battery,current advertisement Soc
SMES2,,did,0xDDBD,22 DD BD,,,SERVICE_DISCONNECT,1,,"BMW ActiveE (E82, ""BEV10"")",battery,"Status of the service disconnect (0 = open, 1 = closed)"
SMES2,,did,0xDDBE,22 DD BE,,,ZEIT_VORLADUNG,30,,"BMW ActiveE (E82, ""BEV10"")",battery,Last required precharge time (ring buffer)
SMES2,,did,0xDDBF,22 DD BF,,,ZELLSPANNUNGEN_MIN_MAX,4,,"BMW ActiveE (E82, ""BEV10"")",battery,minimum and maximum single cell voltages are output
SMES2,,did,0xDDC0,22 DD C0,,,TEMPSENSOREN_MIN_MAX,4,,"BMW ActiveE (E82, ""BEV10"")",battery,Output of the minimum and maximum temperature values of all individual cells
SMES2,,did,0xDDC2,22 DD C2,,,ALTERUNG_PARAMETER,12,,"BMW ActiveE (E82, ""BEV10"")",battery,Aging values of the series/parallel ohmic resistance and the parallel capacitance
SMES2,,did,0xDDC4,22 DD C4,,,SOC,3,,"BMW ActiveE (E82, ""BEV10"")",battery,Return SOC value (in %) and plausibility
SMES2,,did,0xDDC6,22 DD C6,,,HISTO_SYM_DAUER,32,,"BMW ActiveE (E82, ""BEV10"")",battery,Read the number of cell balancing events in the respective time classes (target time during which the balancing resistors are to be switched active).
SMES2,,did,0xDDC7,22 DD C7,,,HISTO_SYM_ZELLANZAHL,32,,"BMW ActiveE (E82, ""BEV10"")",battery,Read the number of sleep events in which the respective cell count was commanded for cell balancing.
SMES2,,did,0xDDC8,22 DD C8,,,SYM_DELTASOC,10,,"BMW ActiveE (E82, ""BEV10"")",battery,Maximum SoC difference in% over the entire HVS. Ring memory of the last 5 trips
SMES2,,did,0xDDC9,22 DD C9,,,MAX_SYM_DAUER,40,,"BMW ActiveE (E82, ""BEV10"")",battery,Maximum cell-balancing duration of the last successful balancing operations
SMES2,,did,0xDDCA,22 DD CA,,,SERIENNUMMER_ECU,10,,"BMW ActiveE (E82, ""BEV10"")",battery,Serial number SME ECU
SMES2,,routine_results,0xAD61,31 03 AD 61,,,ISOLATION,,,"BMW ActiveE (E82, ""BEV10"")",battery,Isolation test result
EDME,0x12,did,0x409D,22 40 9D,,,12V_NACHLADEHISTORIE,93,,BMW i3 / i3s (I01),hv/charging/12v,History with important parameters of the 12V recharge function. Last 4 records
EDME,0x12,did,0x409E,22 40 9E,,,12V_NACHLADEHISTOGRAMM,16,,BMW i3 / i3s (I01),hv/charging/12v,Reading out the histograms for the 12V recharge function
EDME,0x12,did,0x4105,22 41 05,,,STATUS_BATTERIE_VOLTAGE_RAUS,2,,BMW i3 / i3s (I01),hv/charging/12v,Battery voltage raw
EDME,0x12,did,0x4185,22 41 85,,,STATUS_BATTERY_VOLTAGE_FILTERED,2,,BMW i3 / i3s (I01),hv/charging/12v,Battery voltage filtered
EDME,0x12,did,0xDEAF,22 DE AF,,,12V_NACHLADEHISTOGRAMM,24,,BMW i3 / i3s (I01),hv/charging/12v,Read/clear histogram and counter of all charging events of the 12V battery from the high-voltage system
EDME,0x12,did,0xDEFD,22 DE FD,,,ZYKLISCHES_NACHLADEN_INFO,97,,BMW i3 / i3s (I01),hv/charging/12v,Reading out of important parameters of the last 4 processes of the cyclical reloading plus the last parking process.
EDME,0x12,did,0xDEFE,22 DE FE,,,ZYKLISCHES_NACHLADEN_HISTOGRAMM,16,,BMW i3 / i3s (I01),hv/charging/12v,Reading out the histograms over the service life up to the start of the cyclical reloading and the loading times of the cyclical reloading processes
EDME,0x12,did,0xDF56,22 DF 56,,,REX_STATISTIK_SOC_KILOMETER_KLASSEN,64,,BMW i3 / i3s (I01),hv/charging/12v,Number of REX starts after X kilometers with Y SOC at the start of the journey
EDME,0x12,routine_read,0xADFD,31 01 AD FD <SATZ>,31 03 AD FD,SATZ 0..32,12V_NACHLADEHISTORIE_SATZ_LESEN,,,BMW i3 / i3s (I01),hv/charging/12v,Read one record of the 12V top-up charge history
EME,0x1A,did,0x6302,22 63 02,,,STATUS_HVIL_GESAMT,1,,ActiveHybrid 7 (F04),hv/charging/12v,"Read the HVIL status; if HVIL is interrupted, then not OK"
EME,0x1A,did,0x6303,22 63 03,,,STATUS_HV_ISOLATION,1,,ActiveHybrid 7 (F04),hv/charging/12v,"Read the insulation monitor; if insulation fault, then not OK"
EME,0x1A,did,0x6304,22 63 04,,,STATUS_PRECHARGE,1,,ActiveHybrid 7 (F04),hv/charging/12v,"Variable in the base SW: ECUM_eSystemState = Run -> precharge complete. However, precharge is performed by the SME"
EME,0x1A,did,0x6305,22 63 05,,,STATUS_SPANNUNG_DC_HV,2,,ActiveHybrid 7 (F04),hv/charging/12v,DC voltage of the EMK EMR (HV battery side) (referred to internal)
EME,0x1A,did,0x6306,22 63 06,,,STATUS_HV_STROM,8,,ActiveHybrid 7 (F04),hv/charging/12v,"HV current, electrical system (Bordnetz)"
EME,0x1A,did,0x630A,22 63 0A,,,STATUS_DCDC_LADEMODUS,3,,ActiveHybrid 7 (F04),hv/charging/12v,
EME,0x1A,did,0x6310,22 63 10,,,STATUS_KL30C_SPANNUNG,1,,ActiveHybrid 7 (F04),hv/charging/12v,
EME,0x1A,did,0x6313,22 63 13,,,STATUS_TEMPERATUR_HVB,4,,ActiveHybrid 7 (F04),hv/charging/12v,
EME,0x1A,did,0x6314,22 63 14,,,STATUS_TEMP_DCDC,6,,ActiveHybrid 7 (F04),hv/charging/12v,
EME,0x1A,did,0x6315,22 63 15,,,STATUS_SPANNUNG_DC_HV_DCDC,2,,ActiveHybrid 7 (F04),hv/charging/12v,
EME,0x1A,did,0x6317,22 63 17,,,STATUS_DCDC_LV,2,,ActiveHybrid 7 (F04),hv/charging/12v,
EME,0x1A,did,0x6320,22 63 20,,,STATUS_HVPM_DC/DC_ANSTEUERUNG,29,,ActiveHybrid 7 (F04),hv/charging/12v,
EME,0x1A,did,0x6321,22 63 21,,,STATUS_HVPM_VERBRAUCHERREDUZIERUNG,17,,ActiveHybrid 7 (F04),hv/charging/12v,
EME,0x1A,did,0x6322,22 63 22,,,STATUS_HVPM_HV_SYSTEM_ON_OFF,14,,ActiveHybrid 7 (F04),hv/charging/12v,
EME,0x1A,did,0x6323,22 63 23,,,STATUS_HVPM_ENERGIEBORDNETZ,134,,ActiveHybrid 7 (F04),hv/charging/12v,
EME,0x1A,did,0x6324,22 63 24,,,STATUS_HVPM_MSA,90,,ActiveHybrid 7 (F04),hv/charging/12v,
EME,0x1A,did,0x6325,22 63 25,,,STATUS_HVPM_PKOR,34,,ActiveHybrid 7 (F04),hv/charging/12v,
EME,0x1A,did,0x6326,22 63 26,,,STATUS_REFERENZKAPAZITAET_HVB,2,,ActiveHybrid 7 (F04),hv/charging/12v,
EME,0x1A,did,0x6327,22 63 27,,,STATUS_SOC_HVB,2,,ActiveHybrid 7 (F04),hv/charging/12v,
EME,0x1A,did,0x632B,22 63 2B,,,STATUS_ESOC_SOC,4,,ActiveHybrid 7 (F04),hv/charging/12v,
EME,0x1A,did,0x632C,22 63 2C,,,STATUS_LADUNGSMENGE_HVB,4,,ActiveHybrid 7 (F04),hv/charging/12v,
EME,0x1A,did,0x632D,22 63 2D,,,STATUS_HVB_TAUSCH_LESEN,8,,ActiveHybrid 7 (F04),hv/charging/12v,
EME,0x1A,did,0x632E,22 63 2E,,,STATUS_HVB_LADUNGSMENGE,16,,ActiveHybrid 7 (F04),hv/charging/12v,
EME,0x1A,did,0x6332,22 63 32,,,STATUS_LADUNG_HV_BATTERIE,4,,ActiveHybrid 7 (F04),hv/charging/12v,
EME,0x1A,did,0x6333,22 63 33,,,STATUS_ENTLADUNG_HV_BATTERIE,4,,ActiveHybrid 7 (F04),hv/charging/12v,
EME,0x1A,did,0x6336,22 63 36,,,STATUS_HVB_WARRANTY,22,,ActiveHybrid 7 (F04),hv/charging/12v,
EME,0x1A,did,0x6351,22 63 51,,,STATUS_ENTLADE_INNENWIDERSTAND_T1,10,,ActiveHybrid 7 (F04),hv/charging/12v,
EME,0x1A,did,0x6352,22 63 52,,,STATUS_ENTLADE_INNENWIDERSTAND_T2,10,,ActiveHybrid 7 (F04),hv/charging/12v,
EME,0x1A,did,0x6353,22 63 53,,,STATUS_ENTLADE_INNENWIDERSTAND_T3,10,,ActiveHybrid 7 (F04),hv/charging/12v,
EME,0x1A,did,0x6354,22 63 54,,,STATUS_ENTLADE_INNENWIDERSTAND_T4,10,,ActiveHybrid 7 (F04),hv/charging/12v,
EME,0x1A,did,0x6355,22 63 55,,,STATUS_ENTLADE_INNENWIDERSTAND_T5,10,,ActiveHybrid 7 (F04),hv/charging/12v,
EME,0x1A,did,0x6356,22 63 56,,,STATUS_ENTLADE_INNENWIDERSTAND_T6,10,,ActiveHybrid 7 (F04),hv/charging/12v,
EME,0x1A,did,0x6357,22 63 57,,,STATUS_ENTLADE_INNENWIDERSTAND_T7,10,,ActiveHybrid 7 (F04),hv/charging/12v,
EME,0x1A,did,0x6358,22 63 58,,,STATUS_LADE_INNENWIDERSTAND_T1,10,,ActiveHybrid 7 (F04),hv/charging/12v,
EME,0x1A,did,0x6359,22 63 59,,,STATUS_LADE_INNENWIDERSTAND_T2,10,,ActiveHybrid 7 (F04),hv/charging/12v,
EME,0x1A,did,0x635A,22 63 5A,,,STATUS_LADE_INNENWIDERSTAND_T3,10,,ActiveHybrid 7 (F04),hv/charging/12v,
EME,0x1A,did,0x635B,22 63 5B,,,STATUS_LADE_INNENWIDERSTAND_T4,10,,ActiveHybrid 7 (F04),hv/charging/12v,
EME,0x1A,did,0x635C,22 63 5C,,,STATUS_LADE_INNENWIDERSTAND_T5,10,,ActiveHybrid 7 (F04),hv/charging/12v,
EME,0x1A,did,0x635D,22 63 5D,,,STATUS_LADE_INNENWIDERSTAND_T6,10,,ActiveHybrid 7 (F04),hv/charging/12v,
EME,0x1A,did,0x635E,22 63 5E,,,STATUS_LADE_INNENWIDERSTAND_T7,10,,ActiveHybrid 7 (F04),hv/charging/12v,
